2018-12-31,0,SANL,POWL,2
2018-12-31,0,SANL,UCTY,1
2018-12-31,0,SANL,WDUB,1
2018-12-31,0,SBRN,19TH,1
2018-12-31,0,SBRN,24TH,1
2018-12-31,0,SBRN,CIVC,1
2018-12-31,0,SBRN,COLM,1
2018-12-31,0,SBRN,FTVL,2
2018-12-31,0,SBRN,MLBR,1
2018-12-31,0,SBRN,POWL,1
2018-12-31,0,SBRN,RICH,1
2018-12-31,0,SBRN,WCRK,1
2018-12-31,0,SBRN,WDUB,1
2018-12-31,0,SFIA,12TH,7
2018-12-31,0,SFIA,16TH,6
2018-12-31,0,SFIA,19TH,8
2018-12-31,0,SFIA,24TH,6
2018-12-31,0,SFIA,ANTI,2
2018-12-31,0,SFIA,ASHB,6
2018-12-31,0,SFIA,BALB,4
2018-12-31,0,SFIA,CAST,1
2018-12-31,0,SFIA,CIVC,5
2018-12-31,0,SFIA,COLM,2
2018-12-31,0,SFIA,CONC,3
2018-12-31,0,SFIA,DALY,4
2018-12-31,0,SFIA,DBRK,5
2018-12-31,0,SFIA,DELN,2
2018-12-31,0,SFIA,DUBL,6
2018-12-31,0,SFIA,EMBR,2
2018-12-31,0,SFIA,FRMT,2
2018-12-31,0,SFIA,FTVL,1
2018-12-31,0,SFIA,GLEN,5
2018-12-31,0,SFIA,LAFY,1
2018-12-31,0,SFIA,LAKE,2
2018-12-31,0,SFIA,MCAR,8
2018-12-31,0,SFIA,MLBR,16
2018-12-31,0,SFIA,MONT,4
2018-12-31,0,SFIA,NBRK,4
2018-12-31,0,SFIA,ORIN,1
2018-12-31,0,SFIA,PHIL,15
2018-12-31,0,SFIA,PITT,4
2018-12-31,0,SFIA,PLZA,1
2018-12-31,0,SFIA,POWL,4
2018-12-31,0,SFIA,ROCK,5
2018-12-31,0,SFIA,SANL,4
2018-12-31,0,SFIA,SBRN,1
2018-12-31,0,SFIA,SSAN,3
2018-12-31,0,SFIA,WCRK,3
2018-12-31,0,SFIA,WDUB,1
2018-12-31,0,SFIA,WOAK,10
2018-12-31,0,SFIA,WSPR,2
2018-12-31,0,SHAY,24TH,1
2018-12-31,0,SHAY,CIVC,2
2018-12-31,0,SHAY,MCAR,1
2018-12-31,0,SSAN,EMBR,1
2018-12-31,0,SSAN,FTVL,1
2018-12-31,0,SSAN,MCAR,1
2018-12-31,0,SSAN,WCRK,1
2018-12-31,0,UCTY,CIVC,1
2018-12-31,0,UCTY,POWL,1
2018-12-31,0,UCTY,SFIA,1
2018-12-31,0,WCRK,19TH,1
2018-12-31,0,WCRK,COLS,1
2018-12-31,0,WCRK,CONC,3
2018-12-31,0,WCRK,EMBR,1
2018-12-31,0,WCRK,MLBR,1
2018-12-31,0,WCRK,NCON,2
2018-12-31,0,WCRK,PITT,2
2018-12-31,0,WCRK,WCRK,2
2018-12-31,0,WDUB,16TH,1
2018-12-31,0,WDUB,19TH,1
2018-12-31,0,WDUB,CAST,1
2018-12-31,0,WDUB,CIVC,1
2018-12-31,0,WDUB,DBRK,1
2018-12-31,0,WDUB,WOAK,1
2018-12-31,0,WOAK,16TH,2
2018-12-31,0,WOAK,24TH,1
2018-12-31,0,WOAK,ANTI,2
2018-12-31,0,WOAK,BALB,1
2018-12-31,0,WOAK,BAYF,1
2018-12-31,0,WOAK,FTVL,1
2018-12-31,0,WOAK,MONT,4
2018-12-31,0,WSPR,19TH,1
2018-12-31,0,WSPR,COLS,1
2018-12-31,0,WSPR,EMBR,3
2018-12-31,0,WSPR,FRMT,1
2018-12-31,0,WSPR,LAKE,1
2018-12-31,0,WSPR,NCON,1
2018-12-31,0,WSPR,ORIN,1
2018-12-31,0,WSPR,ROCK,1
2018-12-31,0,WSPR,SANL,1
2018-12-31,0,WSPR,UCTY,1
2018-12-31,1,12TH,BAYF,1
2018-12-31,1,12TH,CIVC,1
2018-12-31,1,12TH,MONT,1
2018-12-31,1,12TH,POWL,1
2018-12-31,1,16TH,ANTI,1
2018-12-31,1,16TH,COLM,1
2018-12-31,1,16TH,CONC,4
2018-12-31,1,16TH,FRMT,1
2018-12-31,1,16TH,LAFY,1
2018-12-31,1,16TH,PITT,1
2018-12-31,1,16TH,SANL,1
